_id,ltable_index,rtable_index,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,ltable_price_US,ltable_hull_material,rtable_Length_ft,rtable_make_model,rtable_seller,rtable_location,rtable_year,rtable_price_US,rtable_hull_material,gold
1791644,1190,892,27,Sea Ray.270 Sundeck Outboard,MarineMax Westbrook,"Westbrook, Connecticut",2016,Request Price,Fiberglass,27,Sea Ray 270 Sundeck Outboard,"MarineMax Inc.
   ","Westbrook, CT",2016,Call for Price,Fiberglass,0
1795602,1206,850,27,Sea Ray.270 SLX,MarineMax Long Island,"Lindenhurst, New York",2011,69999,Fiberglass,27,Sea Ray 270 SLX,"MarineMax Inc.
   ","Lindenhurst, NY",2011,69999,Fiberglass,0
1797643,1214,891,27,Sea Ray.270 Sundeck Outboard,Clarks Landing Yacht Sales - Shady Side,"Shady Side, Maryland",2016,Request Price,Fiberglass,27,Sea Ray 270 Sundeck Outboard,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Shady Side, MD",2016,Call for Price,Fiberglass,0
1805133,1244,881,27,Sea Ray.270 Sundeck,MarineMax Panama City,"Panama City Beach, Florida",2005,32831,Fiberglass,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Panama City Beach, FL",2005,32831,Fiberglass,0
1805837,1247,835,27,Sea Ray.270 Select SLX,East Shore Marine,"Glen Cove , Long Island, New York",2006,47000,Fiberglass,27,Sea Ray 270 Select SLX,"East Shore Marine
   ","Glen Cove , Long Island, NY",2006,47000,Fiberglass,0
1805839,1247,837,27,Sea Ray.270 Select SLX,East Shore Marine,"Glen Cove , Long Island, New York",2006,47000,Fiberglass,27,Sea Ray 270 Select EX,"East Shore Marine
   ","Long Island, NY",2006,40000,Fiberglass,0
1806372,1249,870,27,Sea Ray.270 Sundeck,"Easy Sale USA, LLC","Miami, Florida",2006,39900,Fiberglass,27,Sea Ray 270 Sundeck,"Easy Sale
   ","Miami, FL",2006,39900,Fiberglass,0
1814557,1282,805,27,Regal.2700 Regal,MarineMax Pensacola,"Pensacola, Florida",2008,40557,Fiberglass,27,Regal 2700,"MarineMax Inc.
   ","Pensacola, FL",2008,40557,Fiberglass,0
1820939,1307,937,27,Crownline.260 LS,"Yacht Brokers, Inc.","Afton, Minnesota",2006,39900,Fiberglass,27,Crownline 260 LS,"Yacht Brokers, Inc.
   ","Afton, MN",2006,39900,Fiberglass,0
1824182,1320,930,27,Four Winns.HD270,Canary Islands Marine,United States,2016,81900,Fiberglass,27,Four Winns HD270 OB,"Canary Islands Marine
   ",United States,2016,61228,Fiberglass,0
1833284,1356,954,26,Chaparral.256 SSi,Krenzer Marine,"Sodus Point, New York",2004,34900,Fiberglass,26,Chaparral 256 SSi,"Krenzer Marine
   ","Sodus Point, NY",2004,34900,Fiberglass,0
1835081,1362,981,26,Chaparral.264 Sunesta,Krenzer Marine,"Sodus Point, New York",2016,Request Price,Fiberglass,26,Chaparral 264 Sunesta,"Krenzer Marine
   ","Sodus Point, NY",2016,Call for Price,Fiberglass,0
1836574,1367,994,26,Crownline.Eclipse E6,"Stone Harbor Yacht Sales - Stone Harbor, NJ","Stone Harbor, New Jersey",2017,Request Price,Fiberglass,26,Crownline Eclipse E6,"Stone Harbor Yacht Sales
   ","Stone Harbor, NJ",2017,1,Fiberglass,0
1836607,1367,1027,26,Crownline.Eclipse E6,"Stone Harbor Yacht Sales - Stone Harbor, NJ","Stone Harbor, New Jersey",2017,Request Price,Fiberglass,26,Crownline Eclipse E6 XS,"Stone Harbor Yacht Sales
   ","Stone Harbor, NJ",2017,1,Fiberglass,0
1837447,1370,979,26,Chaparral.264 Sunesta,Hall Marine Group-Sea Ray of Lake Norman,"Greenville, South Carolina",2013,79900,Fiberglass,26,Chaparral 264 Sunesta,"Hall Marine Group
   ","Greenville, SC",2013,79900,Fiberglass,0
1843666,1391,982,26,Crownline.Eclipse E6,Green Turtle Bay Yacht Sales,"Grand Rivers, Kentucky",2011,59000,Fiberglass,26,Crownline Eclipse E6,"Green Turtle Bay Yacht Sales
   ","Grand Rivers, KY",2011,59000,Fiberglass,0
1843970,1392,990,26,Crownline.Eclipse E6,Sundance Marine USA,"Pompano, Florida",2014,57900,Fiberglass,26,Crownline Eclipse E6,"Sundance Marine USA
   ","Pompano, FL",2014,57900,Fiberglass,0
1845452,1397,992,26,Sea Ray.240 Sundeck,Rex Marine Yacht Sales,"So.Norwalk, Connecticut",2006,26900,Fiberglass,26,Sea Ray 240 Sundeck,"Rex Marine Yacht Sales
   ","So.Norwalk, CT",2006,26900,Fiberglass,0
1849310,1410,1002,26,Sea Ray.240 Sundeck,"Easy Sale USA, LLC","Miami, Florida",2006,22000,Fiberglass,26,Sea Ray 240 Sundeck,"Easy Sale
   ","Miami, FL",2006,22000,Fiberglass,0
1865637,1465,1049,26,Bennington Deck Boat.RL251,Lake Services Boat Brokerage,"Lake Ozark, Missouri",2004,28700,Fiberglass,26,Bennington Deck Boat RL251,"Lake Services Boat Brokerage
   ","Lake Ozark, MO",2004,28700,Fiberglass,0
1889634,1546,1070,26,Chris-Craft.Calypso 26,Dave Bofill,"Southampton, New York",2017,Request Price,Fiberglass,26,Chris-Craft Calypso 26,"Dave Bofill Marine, Inc
   ","Southampton, NY",2017,Call for Price,Fiberglass,0
1890800,1550,1052,26,Chris-Craft.Calypso 26,Harborside Yacht Sales,"Clinton, Connecticut",2017,Request Price,Fiberglass,26,Chris-Craft Calypso 26,"Harborside Marina
   ","Clinton, CT",2017,Call for Price,Fiberglass,0
1894365,1562,1065,26,Cobalt.26 SD WSS Bowrider,Bond Boats Florida Yacht Brokers,"Orlando, Florida",2015,114900,Fiberglass,26,Cobalt 26 SD WSS Bowrider,"Bond Boats Florida Yacht Brokers
   ","Orlando, FL",2015,114900,Fiberglass,0
1904451,1596,1087,26,Crownline.260 Bowrider,The Yacht Sales Company,"League City, Texas",2006,35000,Fiberglass,26,Crownline 260 Bowrider,"The Yacht Sales Company
   ","League City, TX",2006,35000,Fiberglass,0
1946880,1739,1188,26,Sea Ray.260 Sundeck,Marina Delray Yacht Sales,"DELRAY BEACH, Florida",2010,48900,Fiberglass,26,Sea Ray 260 Sundeck,"Marina Delray Yacht Sales
   ","DELRAY BEACH, FL",2010,48900,Fiberglass,0
1958096,1777,1156,26,Regal.2500 Regal,Sheltered Cove Marina,"Tuckerton, New Jersey",2017,Request Price,Fiberglass,26,Regal 2500,"Sheltered Cove Marina
   ","Tuckerton, NJ",2017,Call for Price,Fiberglass,0
1978589,1846,1225,26,Crownline.255 SS,Marine Sales & Service,"Louisville, Kentucky",2016,Request Price,Fiberglass,26,Crownline 255 SS,"Marine Sales & Service
   ","Louisville, KY",2016,Call for Price,Fiberglass,0
1978885,1847,1225,26,Crownline.255 SS,"Marine Sales & Service, Inc.","Louisville, Kentucky",2016,Request Price,Fiberglass,26,Crownline 255 SS,"Marine Sales & Service
   ","Louisville, KY",2016,Call for Price,Fiberglass,0
1979192,1848,1236,26,Crownline.255 SS,"Stone Harbor Yacht Sales - Stone Harbor, NJ","Stone Harbor, New Jersey",2017,Request Price,Fiberglass,26,Crownline 255 SS,"Stone Harbor Yacht Sales
   ","Stone Harbor, NJ",2017,1,Fiberglass,0
2015447,1980,1274,25,Chaparral.250 Suncoast,"Twin City Marine, Inc.","Central Falls, Rhode Island",2017,88096,Fiberglass,25,Chaparral 250 Suncoast,"Twin City Marine, Inc.
   ","Central Falls, RI",2017,88096,Fiberglass,0
2020322,1999,1285,25,Chaparral.254 Sunesta,"Class Sea Yachts, Inc.","Cape Coral, Florida",2004,19995,Fiberglass,25,Chaparral 254 SUNESTA,"Class Sea Yachts, Inc.
   ","Cape Coral, FL",2004,19995,Fiberglass,0
2020585,2000,1292,25,Chaparral.254 Sunesta,MarineMax Naples,"Naples, Florida",2006,32500,Fiberglass,25,Chaparral 254 SUNESTA,"MarineMax Inc.
   ","Naples, FL",2006,32500,Fiberglass,0
2021098,2002,1293,25,Chaparral.Sunesta 252,"Bluewater Bay Yachts, Inc.","NICEVILLE, Florida",2004,17900,Fiberglass,25,Chaparral Sunesta 252,"Bluewater Bay Yachts, Inc.
   ","NICEVILLE, FL",2004,17900,Fiberglass,0
2025451,2019,1294,25,Chaparral.257 SSX SE,InterMarine,"Fort Lauderdale, Florida",2015,Request Price,Fiberglass,25,Chaparral 257 SSX SE,"InterMarine
   ","Fort Lauderdale, FL",2015,Call for Price,Fiberglass,0
2028526,2031,1297,25,Chris-Craft.25 LAUNCH,CenterPointe Yacht Sales,"Holland, Michigan",2016,158600,Composite,25,Chris Craft 25 LAUNCH,"CenterPointe Yacht Sales
   ","Holland, MI",2016,158600,Composite,0
2029302,2034,1305,25,Chris-Craft.Launch 25,Great Lakes Yacht Sales / Suncoast Yacht Sales / Chris Craft TB,"Kenosha, Wisconsin",2016,Request Price,Fiberglass,25,Chris Craft Launch 25,"Great Lakes Yacht Sales / Suncoast Yacht Sales / Chris Craft TB
   ","Kenosha, WI",2016,Call for Price,Fiberglass,0
2040087,2076,1338,25,Cobalt.R5 WSS,Marine Sales Kentuckiana,"Gilbertsville, Kentucky",2015,Request Price,Fiberglass,25,Cobalt R5 WSS,"Marine Sales of Pickwick, LLC
   ","Gilbertsville, KY",2015,Call for Price,Fiberglass,0
2052920,2126,1371,25,Malibu.Wakesetter 25 LSV,Tilly's Marine - Ventura,"Ventura, California",2017,Request Price,Fiberglass,25,Malibu Wakesetter 25 LSV,"Tilly's Marine
   ","Ventura, CA",2017,Call for Price,Fiberglass,0
2058550,2148,1369,25,Malibu.Sunscape 25 LSV,Platinum Marine,"AUSTIN, Texas",2005,39900,Fiberglass,25,Malibu Sunscape 25 LSV,"Platinum Marine
   ","AUSTIN, TX",2005,39900,Fiberglass,0
2067302,2182,1417,25,Sea Ray.250 SLX,MarineMax Russo Danvers,"Danvers, Massachusetts",2017,Request Price,Fiberglass,25,Sea Ray 250 SLX,"MarineMax Inc.
   ","Danvers, MA",2017,Call for Price,Fiberglass,0
2067554,2183,1413,25,Sea Ray.250 SLX,MarineMax Copiague,"Copiague, New York",2016,Request Price,Fiberglass,25,Sea Ray 250 SLX,"MarineMax Inc.
   ","Copiague, NY",2016,Call for Price,Fiberglass,0
2069857,2192,1412,25,Sea Ray.250 SLX,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,25,Sea Ray 250 SLX,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass,0
2071140,2197,1415,25,Sea Ray.250 SLX,Sea Ray of Cincinnati,"Cincinnati, Ohio",2015,118787,Fiberglass,25,Sea Ray 250 SLX,"Sea Ray of Cincinnati
   ","Cincinnati, OH",2015,118787,Fiberglass,0
2071653,2199,1416,25,Sea Ray.250 SLX,Walker's Hideaway Marina of Naples,"Naples, Florida",2011,48500,Fiberglass,25,Sea Ray 250 SLX,"Walker's Yacht Sales
   ","Naples, FL",2011,48500,Fiberglass,0
2073429,2206,1400,25,Sea Ray.250 Select,MarineMax Brick,"Brick, New Jersey",2013,64900,Fiberglass,25,Sea Ray 250 Select,"MarineMax Inc.
   ","Brick, NJ",2013,64900,Fiberglass,0
2084480,2249,1443,25,Tidewater Boats.252 Center Console,Anchorage Yacht Sales,"Holland, Michigan",2016,Request Price,Fiberglass,25,Tidewater 252 Center Console,"Anchorage Yacht Sales
   ","Holland, MI",2016,1,Fiberglass,0
2087815,2262,1450,25,Chaparral.250 Suncoast,Waterfront Marine-Maryland,"Edgewater, Maryland",2016,84534,Fiberglass,25,Chaparral 250 Suncoast,"Waterfront Marine Yacht Sales-New Jersey
   ","Edgewater, MD",2016,84534,Fiberglass,0
2088586,2265,1453,25,Chaparral.250 Suncoast,Waterfront Marine Yacht Sales,"SOMERS POINT, New Jersey",2016,85101,Fiberglass,25,Chaparral 250 Suncoast,"Waterfront Marine Yacht Sales-New Jersey
   ","SOMERS POINT, NJ",2016,85101,Fiberglass,0
2090371,2272,1446,25,Chaparral.250 Suncoast,Waterfront Marine Yacht Sales,"SOMERS POINT, New Jersey",2017,83270,Fiberglass,25,Chaparral 250 Suncoast,"Waterfront Marine Yacht Sales-New Jersey
   ","SOMERS POINT, NJ",2017,83050,Fiberglass,0
2101920,2317,1475,25,Chaparral.246 SSi,Saba Marine,"Colchester, Vermont",2016,Request Price,Fiberglass,25,Chaparral 246 SSi,"Saba Marine
   ","Colchester, VT",2016,Call for Price,Fiberglass,0
2117557,2382,1496,25,Sea Ray.240 Sundeck,Hall Marine Group,United States,2016,68000,Fiberglass,25,Sea Ray 240 Sundeck,"Hall Marine Group
   ",United States,2016,68000,Fiberglass,0
2121957,4328,2379,22,Bayliner.VR6 Bowrider,Lynnhaven Marine,"Virginia Beach, Virginia",2016,Request Price,Fiberglass,22,Chaparral 230 Suncoast Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Fort Walton Beach, FL",2016,66323,Fiberglass,0
2121960,4328,2382,22,Bayliner.VR6 Bowrider,Lynnhaven Marine,"Virginia Beach, Virginia",2016,Request Price,Fiberglass,22,Chaparral 230 Suncoast Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Fort Walton Beach, FL",2016,53790,Fiberglass,0
2121961,4328,2383,22,Bayliner.VR6 Bowrider,Lynnhaven Marine,"Virginia Beach, Virginia",2016,Request Price,Fiberglass,22,Chaparral 230 Suncoast Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Fort Walton Beach, FL",2016,58881,Fiberglass,0
2125176,4336,2374,22,Regal.22 FasDeck,Basa's Marine,"Bolingbrook, Illinois",2017,Request Price,Fiberglass,22,Regal 22 FasDeck,"Basa's Marine
   ","Bolingbrook, IL",2017,,Fiberglass,0
2140897,4375,2378,22,Chaparral.230 Suncoast Bowrider,Sunrise Marine,"Fort Walton Beach, Florida",2016,55624,Fiberglass,22,Chaparral 230 Suncoast Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Fort Walton Beach, FL",2016,55624,Fiberglass,0
2144528,4384,2382,22,Chaparral.230 Suncoast Bowrider,Sunrise Marine,"Fort Walton Beach, Florida",2016,58881,Fiberglass,22,Chaparral 230 Suncoast Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Fort Walton Beach, FL",2016,53790,Fiberglass,0
2148559,4394,2383,22,Chaparral.230 Suncoast,Jacksonville Boat Sales,"Jacksonville Beach, Florida",2016,Request Price,Fiberglass,22,Chaparral 230 Suncoast Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Fort Walton Beach, FL",2016,58881,Fiberglass,0
2166324,4438,2416,22,Bentley.220 Elite Admiral,Bridgeport Marine,"Stillwater, Minnesota",2016,29990,Aluminum,22,Bentley 220 Elite Admiral,"Bridgeport Marine
   ","Stillwater, MN",2016,29990,Aluminum,0
2184819,4484,2373,22,Chaparral.223 Vortex VRX,Fish Tale Sales And Service,"Fort Myers Beach, Florida",2016,62079,Fiberglass,22,Chaparral VORTEX 223 VR,"Sunrise Marine - Boat Sales, Service & Parts
   ","Fort Walton Beach, FL",2016,58836,Fiberglass,0
2196562,4513,2429,22,Chaparral.226 SSi,"Marine Sales of Pickwick, LLC","COUNCE, Tennessee",2012,49900,Fiberglass,22,Chaparral 226 SSi,"Marine Sales of Pickwick, LLC
   ","COUNCE, TN",2012,49900,Fiberglass,0
2198984,4519,2433,22,Chris-Craft.Launch 22,Harborside Yacht Sales,"Clinton, Connecticut",2016,92317,Fiberglass,22,Chris-Craft Launch 22,"Harborside Marina
   ","Clinton, CT",2016,92317,Fiberglass,0
2262346,4676,2524,22,Larson.Lxi 226,Platinum Marine,"AUSTIN, Texas",2001,11900,Fiberglass,22,Larson 226 LXI,"Platinum Marine
   ","AUSTIN, TX",2001,11900,Fiberglass,0
2286131,4735,2532,22,Maxum.2200 SR3,Allen Harbor Marine Service Inc.,"Harwich Port, Massachusetts",2007,21000,Fiberglass,22,Maxum 2200 SR3,"Allen Harbor Marine Service Inc.
   ","Harwich Port, MA",2007,21000,Fiberglass,0
2286928,4737,2523,22,Mastercraft.X-Star SS,Off The Hook Yacht Sales,"Wilmington, North Carolina",2010,52900,Fiberglass,22,Mastercraft X-Star SS,"Off The Hook Yacht Sales
   ","Wilmington, NC",2010,52900,Fiberglass,0
2303158,4777,2634,22,Sea Ray.SDX 220,MarineMax Long Island,"Lindenhurst, New York",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Lindenhurst, NY",2017,Call for Price,Fiberglass,0
2307995,4789,2635,22,Sea Ray.220 Sundeck,"B & E Marine, Inc.","Michigan City, Indiana",2017,Request Price,Fiberglass,22,Sea Ray 270 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2017,Call for Price,Fiberglass,0
2312779,4801,2582,22,Sea Ray.220 Sundeck,MarineMax Lake Conroe,"Montgomery, Texas",2016,Request Price,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Montgomery, TX",2016,Call for Price,Fiberglass,0
2315210,4807,2596,22,Sea Ray.220 Sundeck,B & E Marine,"Michigan City, Indiana",2012,44900,Fiberglass,22,Sea Ray 220 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2012,44900,Fiberglass,0
2316428,4810,2605,22,Sea Ray.220 Sundeck,Irish Boat Shop - Harbor Springs,"Harbor Springs, Michigan",2014,49900,Fiberglass,22,Sea Ray 220 Sundeck,"Irish Boat Shop
   ","Harbor Springs, MI",2014,49900,Fiberglass,0
2318033,4814,2598,22,Sea Ray.220 Sundeck,SYS Yacht Sales,"Sarasota, Florida",2015,45900,Fiberglass,22,Sea Ray 220 Sundeck,"SYS Yacht Sales
   ","Sarasota, FL",2015,45900,Fiberglass,0
2324487,4830,2604,22,Sea Ray.220 Sundeck,Southpaw Yacht Sales,"GREENWICH, Connecticut",2012,29999,Fiberglass,22,Sea Ray 220 Sundeck,"Southpaw Yacht Sales
   ","GREENWICH, CT",2012,29999,Fiberglass,0
2329729,4843,2607,22,Sea Ray.220 Sundeck,"Jensen Yacht Sales, LLC","Old Saybrook, Connecticut",2006,25500,Fiberglass,22,Sea Ray 220 Sundeck,"Robert Christopher Yacht Sales
   ","Old Saybrook, CT",2006,29900,Fiberglass,0
2330952,4846,2621,22,Sea Ray.220 Sundeck,Sundance Marine USA,"Fort Lauderdale, Florida",2007,24995,Fiberglass,22,Sea Ray 220 Sundeck,"Sundance Marine USA
   ","Fort Lauderdale, FL",2007,24995,Fiberglass,0
2334979,4856,2618,22,Sea Ray.220 Sundeck,Knot 10 Yacht Sales,"Kent Island, Maryland",2004,23900,Fiberglass,22,Sea Ray 220 Sundeck,"Knot 10 Yacht Sales
   ","Kent Island, MD",2004,23900,Fiberglass,0
2350221,4894,2545,22,Regal.22 FasDeck,Sundance Marine USA,"Pompano Beach, Florida",2016,Request Price,Fiberglass,22,Regal 22 FasDeck,"Sundance Marine USA
   ","Pompano Beach, FL",2016,Call for Price,Fiberglass,0
2363629,4927,2656,22,Seaswirl.220 SWL,"Discovery Bay Yachts, Inc.","Discovery Bay, California",1994,11500,Fiberglass,22,Seaswirl 220 SWL,"Discovery Bay Yacht Sales
   ","Discovery Bay, CA",1994,11500,Fiberglass,0
2367257,4936,2657,22,Starcraft.Aurora 2210 I/O,Walker's Yacht Sales,"Naples, Florida",2005,12900,Fiberglass,22,Starcraft Aurora 2210 I/O,"Walker's Yacht Sales
   ","Naples, FL",2005,12900,Fiberglass,0
2375327,4956,2667,22,Tidewater Boats.2200,Sundance Marine USA,"Miami, Florida",2017,Request Price,Fiberglass,22,Tidewater 2200,"Sundance Marine USA
   ","Miami, FL",2017,,Fiberglass,0
2409193,5040,2681,22,Starcraft.211 SCX OB EXT,Belko Nautical Group LLC,"AVENTURA, Florida",2016,38000,Fiberglass,22,Starcraft 211 SCX OB EXT,"Belko Nautical Group
   ","AVENTURA, FL",2016,38000,Fiberglass,0
2419289,5065,2702,22,Monterey.218 Super Sport,North Florida Yacht Sales,"Jacksonville, Florida",2017,Request Price,Fiberglass,22,Monterey 218 Super Sport,"North Florida Yacht Sales
   ","Jacksonville, FL",2017,1,Fiberglass,0
2455999,5156,2739,22,Sea Ray.21 SPX,Hall Marine Group,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX,"Hall Marine Group
   ",United States,2017,,Fiberglass,0
2456401,5157,2738,22,Sea Ray.21 SPX OB,Hall Marine Group-Sea Ray of Columbia,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX,"Hall Marine Group
   ",United States,2017,,Fiberglass,0
2456417,5157,2758,22,Sea Ray.21 SPX OB,Hall Marine Group-Sea Ray of Columbia,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX OB,"Hall Marine Group
   ",United States,2017,#VALUE!,Fiberglass,0
2456804,5158,2738,22,Sea Ray.21 SPX OB,Hall Marine Group-Sea Ray of Charleston,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX,"Hall Marine Group
   ",United States,2017,,Fiberglass,0
2457621,5160,2749,22,Sea Ray.21 SPX OB,Hall Marine Group-Sea Ray of Savannah,United States,2017,Request Price,Fiberglass,22,Sea Ray 21 SPX OB,"Hall Marine Group
   ",United States,2017,,Fiberglass,0
2465260,5179,2731,22,Robalo.222ES Center Console,The Nautic Group,"Kemah / Houston, Texas",2017,Request Price,Fiberglass,22,Robalo R227 Dual Console,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass,0
2467680,5185,2733,22,Robalo.R227 Dual Console,The Nautic Group,"Kemah, Texas",2017,Request Price,Fiberglass,22,Robalo R227 Dual Console,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass,0
2472511,5197,2728,22,Robalo.R227 Dual Console,Saba Marine,"Colchester, Vermont",2016,Request Price,Fiberglass,22,Robalo R227 Dual Console,"Saba Marine
   ","Colchester, VT",2016,Call for Price,Fiberglass,0
2491589,6384,3176,20,Chaparral.203 Vortex VR,"Fay's Boat Yard, Inc.","Gilford, New Hampshire",2016,Request Price,Fiberglass,20,Chaparral 203 Vortex VR,"Fay's Boat Yard, Inc.
   ","Gilford, NH",2016,,Fiberglass,0
2495848,6397,3184,20,Regal.2000 ES Bowrider,Strong's Marine,"Mattituck, New York",2016,Request Price,Fiberglass,20,Regal 2000 ES Bowrider,"Strong's Marine
   ","Mattituck, NY",2016,Call for Price,Fiberglass,0
2512879,6449,3211,20,Stingray.192 SC,Barrier Island Marine,"Beaufort , South Carolina",2015,29900,Fiberglass,20,Stingray 192 SC,"Barrier Island Marine
   ","Beaufort , SC",2015,29900,Fiberglass,0
2555076,6578,3225,20,Caravelle Boats.209 Bow Rider,"Marine Sales & Service, Inc.","Louisville, Kentucky",2001,10900,Fiberglass,20,Caravelle 209 Bow Rider,"Marine Sales & Service
   ","Louisville, KY",2001,10900,Fiberglass,0
2620173,6777,3249,20,Four Winns.H200SS,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2016,Request Price,Fiberglass,20,Four Winns 200 Horizon,"Aloha Marine Center
   ","Daytona Beach/Holly Hill, FL",2016,Call for Price,Fiberglass,0
2623481,6787,3287,20,Glastron.GXL 205,Beacon Point Marine,"Shelton, Connecticut",2008,19500,Fiberglass,20,Glastron GXL 205,"Beacon Point Marine
   ","Shelton, CT",2008,19500,Fiberglass,0
2641798,6843,3292,20,Hurricane.2000 Sundeck,Wye River Marine,"Kent Island, Maryland",2016,39900,Fiberglass,20,Hurricane 201 Sundeck Sport,"Wye River Marine
   ","Kent Island, MD",2016,Call for Price,Fiberglass,0
2647041,6859,3303,20,Key West.203 DFS,Hampton Bays Office,"Hampton Bays, New York",2016,52646,Fiberglass,20,Key West 203 DFS,"Hampton Watercraft and Marine
   ","Hampton Bays, NY",2016,52646,Fiberglass,0
2699445,7019,3387,20,Sea Ray.205 Sport,Cedar Mills Marina and Resort,"Lake Texoma, Texas",2011,29500,Fiberglass,20,Sea Ray 205 Sport,"Cedar Mills Marina and Resort
   ","Lake Texoma, TX",2011,29500,Fiberglass,0
2701370,7025,3350,20,Regal.2000 ESX,Grand Bay Marine,"Traverse City, Michigan",2017,Request Price,Fiberglass,20,Regal 2000 ESX,"Grand Bay Marine
   ","Traverse City, MI",2017,Call for Price,Fiberglass,0
2707253,7043,3347,20,Regal.2000 ES Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,Request Price,Fiberglass,20,Regal 2000 ESX Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016,Call for Price,Fiberglass,0
2707254,7043,3348,20,Regal.2000 ES Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,Request Price,Fiberglass,20,Regal 2000 ES Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016,Call for Price,Fiberglass,0
2708305,7046,3418,20,Regal.2000 ESX Bowrider,CenterPointe Yacht Sales,United States,2017,56045,Fiberglass,20,Regal 1900 ES Bowrider,"CenterPointe Yacht Sales
   ",United States,2017,45558,Fiberglass,0
2714781,7066,3354,20,Regal.2000 ES Bowrider,Sundance Marine USA,"Pompano Beach, Florida",2016,Request Price,Fiberglass,20,Regal 2000 ES Bowrider,"Sundance Marine USA
   ","Pompano Beach, FL",2016,1,Fiberglass,0
2723111,7092,3182,20,Starcraft.Limited 2000 OB,Bridgeport Marine,"Stillwater, Minnesota",2016,33990,Fiberglass,20,Starcraft Limited 2000 OB Fish,"Bridgeport Marine
   ","Stillwater, MN",2016,34990,Fiberglass,0
2729471,7111,3329,20,Stingray.192 SC,Sundance Marine USA,"Pompano, Florida",2016,Request Price,Fiberglass,20,NAUTIC STAR 203 SC,"COMPLETE MARINE
   ","Pompano Beach, FL",2016,1,Fiberglass,0
2729550,7111,3408,20,Stingray.192 SC,Sundance Marine USA,"Pompano, Florida",2016,Request Price,Fiberglass,20,Stingray 192 SC,"Sundance Marine USA
   ","Pompano, FL",2016,Call for Price,Fiberglass,0
2729872,7112,3403,20,Stingray.192 SC,Sundance Jensen,"Melbourne, Florida",2016,Request Price,Fiberglass,20,Stingray 192 SC,"Sundance Marine USA
   ","Melbourne, FL",2016,Call for Price,Fiberglass,0
2732812,7121,3400,20,Stingray.208 LR,Grand Bay Marine,"Traverse City, Michigan",2012,31900,Fiberglass,20,Stingray 208 LR,"Grand Bay Marine
   ","Traverse City, MI",2012,31900,Fiberglass,0
2748129,7168,3348,20,Regal.1900 ESX Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,Request Price,Fiberglass,20,Regal 2000 ES Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016,Call for Price,Fiberglass,0
2748203,7168,3422,20,Regal.1900 ESX Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,Request Price,Fiberglass,20,Regal 1900 ES Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016,Call for Price,Fiberglass,0
2748524,7169,3416,20,Regal.1900 ES Bowrider,Strong's Marine,"Southampton, New York",2016,Request Price,Fiberglass,20,Regal 1900 ES Bowrider,"Strong's Marine
   ","Southampton, NY",2016,1,Fiberglass,0
2752468,7181,3436,20,Regal.1900 ESX Bowrider,Strong's Marine,"Mattituck, New York",2015,Request Price,Fiberglass,20,Regal 1900 ESX Bowrider,"Strong's Marine
   ","Mattituck, NY",2015,Call for Price,Fiberglass,0
2818884,7384,3471,20,Four Winns.200 Horizon,Grand Bay Marine,"Traverse City, Michigan",2002,15900,Fiberglass,20,Four Winns 200 Horizon,"Grand Bay Marine
   ","Traverse City, MI",2002,15900,Fiberglass,0
2828383,7413,3487,20,Sea Ray.19 SPX,"B & E Marine, Inc.","Michigan City, Indiana",2016,Request Price,Fiberglass,20,Sea Ray 19 SPX,"B & E Marine, Inc.
   ","Michigan City, IN",2016,Call for Price,Fiberglass,0
